output_text=D:/code/cpp/vs/myKCF/joaofaro/joao/run/output_data/20260608_2003.txt
effective_feature_channels=22
Running KCF evaluation
config=D:\code\cpp\vs\myKCF\joaofaro\joao\configs\dut_hog18_cn4_conf.yaml
experiment.name=dut_hog18_cn4_conf
experiment.description=DUT AUAV video14 image sequence with 18-channel FHOG, 4-channel CN, and confidence-controlled update
input.type=image_sequence
video=
image_dir=C:/Users/yala5/Desktop/auav_data/dut_auav_data/V0/video14
image_extension=.jpg
image_start_index=1
image_index_digits=5
annotation=C:/Users/yala5/Desktop/auav_data/dut_auav_data/V0GT/video14_gt.txt
save_video=false
output_video=D:/code/cpp/vs/myKCF/joaofaro/joao/run/dut_output.mp4
fixed_window=false
multiscale=true
hog.enabled=true
hog.channels=18
cn.enabled=true
cn.channels=4
lab.enabled=false
fusion.mode=concat
confidence.enabled=true
confidence.psr_exclusion_radius=4
confidence.eps=0.000
confidence.warmup_frames=12
confidence.ema_alpha=0.080
confidence.medium_ema_alpha=0.020
confidence.low_ema_alpha=0.005
confidence.high_ratio=0.900
confidence.low_ratio=0.400
confidence.hard_low_ratio=0.350
confidence.medium_lr_factor=0.200
confidence.soft_low_position_damping=0.800
confidence.medium_scale_smoothing=0.700
confidence.hard_low_displacement_threshold=0.500
confidence.hard_low_position_damping=0.500
frame=1, load_ms=21.721, kcf_ms=0.000, target=valid, CLE=0.000, IoU=1.000, peak=0.000, PSR=0.000, APCE=0.000, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.000, lr=0.000, action=accept, template_updated=false, scale_updated=false, ema_updated=false
frame=2, load_ms=22.435, kcf_ms=13.173, target=valid, CLE=1.414, IoU=0.891, peak=0.837, PSR=127.068, APCE=105.744, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.006, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=3, load_ms=21.603, kcf_ms=11.169, target=valid, CLE=1.581, IoU=0.929, peak=0.739, PSR=82.144, APCE=75.809, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.014, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=4, load_ms=21.374, kcf_ms=11.252, target=valid, CLE=2.062, IoU=0.868, peak=0.698, PSR=63.948, APCE=81.530, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.008, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=5, load_ms=21.682, kcf_ms=12.130, target=valid, CLE=2.915, IoU=0.854, peak=0.680, PSR=56.617, APCE=73.110, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.018, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=6, load_ms=21.604, kcf_ms=12.043, target=valid, CLE=5.025, IoU=0.797, peak=0.624, PSR=57.648, APCE=60.188, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.009, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=7, load_ms=21.764, kcf_ms=11.187, target=valid, CLE=4.500, IoU=0.787, peak=0.577, PSR=43.744, APCE=53.744, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.018, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=8, load_ms=21.953, kcf_ms=11.388, target=valid, CLE=6.265, IoU=0.733, peak=0.563, PSR=34.564, APCE=39.374, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.009, lr=0.012, action=accept, template_updated=true, scale_updated=true, ema_updated=false
frame=9, load_ms=21.883, kcf_ms=11.357, target=valid, CLE=6.519, IoU=0.722, peak=0.495, PSR=30.057, APCE=29.969, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.016, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=10, load_ms=21.068, kcf_ms=10.972, target=valid, CLE=6.727, IoU=0.690, peak=0.471, PSR=23.543, APCE=32.451, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.023, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=11, load_ms=21.983, kcf_ms=12.889, target=valid, CLE=3.162, IoU=0.871, peak=0.447, PSR=22.006, APCE=26.899, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.024, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=12, load_ms=21.814, kcf_ms=11.498, target=valid, CLE=2.000, IoU=0.896, peak=0.436, PSR=21.309, APCE=26.876, psr_ema=0.000, apce_ema=0.000, confidence=warmup, displacement_ratio=0.016, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=false
frame=13, load_ms=21.800, kcf_ms=10.960, target=valid, CLE=3.536, IoU=0.694, peak=0.405, PSR=20.586, APCE=22.927, psr_ema=48.603, apce_ema=52.385, confidence=warmup, displacement_ratio=0.063, lr=0.012, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=14, load_ms=21.266, kcf_ms=10.939, target=valid, CLE=1.803, IoU=0.779, peak=0.426, PSR=20.972, APCE=25.850, psr_ema=48.050, apce_ema=51.854, confidence=medium, displacement_ratio=0.019, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=15, load_ms=21.190, kcf_ms=11.435, target=valid, CLE=3.000, IoU=0.866, peak=0.419, PSR=20.119, APCE=26.684, psr_ema=47.492, apce_ema=51.351, confidence=medium, displacement_ratio=0.025, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=16, load_ms=21.804, kcf_ms=10.885, target=valid, CLE=2.693, IoU=0.801, peak=0.418, PSR=19.044, APCE=29.551, psr_ema=46.923, apce_ema=50.915, confidence=medium, displacement_ratio=0.040, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=17, load_ms=22.925, kcf_ms=11.118, target=valid, CLE=0.707, IoU=0.859, peak=0.464, PSR=20.331, APCE=33.642, psr_ema=46.391, apce_ema=50.570, confidence=medium, displacement_ratio=0.012, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=18, load_ms=21.624, kcf_ms=8.544, target=valid, CLE=1.803, IoU=0.854, peak=0.441, PSR=17.504, APCE=26.418, psr_ema=46.246, apce_ema=50.449, confidence=soft_low, displacement_ratio=0.034, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=true
frame=19, load_ms=21.311, kcf_ms=8.422, target=valid, CLE=2.236, IoU=0.787, peak=0.409, PSR=18.120, APCE=21.916, psr_ema=46.106, apce_ema=50.306, confidence=soft_low, displacement_ratio=0.048, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=true
frame=20, load_ms=21.896, kcf_ms=11.041, target=valid, CLE=3.041, IoU=0.890, peak=0.442, PSR=19.634, APCE=28.975, psr_ema=45.576, apce_ema=49.880, confidence=medium, displacement_ratio=0.025, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=21, load_ms=22.197, kcf_ms=11.418, target=valid, CLE=3.202, IoU=0.836, peak=0.401, PSR=18.299, APCE=21.336, psr_ema=45.031, apce_ema=49.309, confidence=medium, displacement_ratio=0.027, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=22, load_ms=22.293, kcf_ms=8.576, target=valid, CLE=1.414, IoU=0.846, peak=0.414, PSR=16.395, APCE=21.817, psr_ema=44.888, apce_ema=49.171, confidence=soft_low, displacement_ratio=0.050, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=true
frame=23, load_ms=22.029, kcf_ms=8.425, target=valid, CLE=1.414, IoU=0.787, peak=0.364, PSR=14.545, APCE=19.032, psr_ema=44.888, apce_ema=49.171, confidence=hard_low, displacement_ratio=0.026, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=false
frame=24, load_ms=21.789, kcf_ms=8.455, target=valid, CLE=1.118, IoU=0.736, peak=0.380, PSR=13.554, APCE=16.979, psr_ema=44.888, apce_ema=49.171, confidence=hard_low, displacement_ratio=0.071, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=false
frame=25, load_ms=21.833, kcf_ms=8.394, target=valid, CLE=2.915, IoU=0.717, peak=0.406, PSR=12.814, APCE=20.835, psr_ema=44.888, apce_ema=49.171, confidence=hard_low, displacement_ratio=0.085, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=false
frame=26, load_ms=22.069, kcf_ms=8.360, target=valid, CLE=4.031, IoU=0.718, peak=0.439, PSR=15.061, APCE=26.052, psr_ema=44.888, apce_ema=49.171, confidence=hard_low, displacement_ratio=0.085, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=false
frame=27, load_ms=21.215, kcf_ms=8.259, target=valid, CLE=5.315, IoU=0.701, peak=0.434, PSR=15.647, APCE=21.444, psr_ema=44.888, apce_ema=49.171, confidence=hard_low, displacement_ratio=0.069, lr=0.000, action=damped, template_updated=false, scale_updated=false, ema_updated=false
frame=28, load_ms=21.490, kcf_ms=11.181, target=valid, CLE=3.536, IoU=0.759, peak=0.480, PSR=18.851, APCE=27.559, psr_ema=44.367, apce_ema=48.739, confidence=medium, displacement_ratio=0.086, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=29, load_ms=21.439, kcf_ms=11.461, target=valid, CLE=0.707, IoU=0.836, peak=0.489, PSR=20.981, APCE=26.843, psr_ema=43.899, apce_ema=48.301, confidence=medium, displacement_ratio=0.026, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=30, load_ms=28.019, kcf_ms=11.308, target=valid, CLE=1.414, IoU=0.851, peak=0.510, PSR=21.077, APCE=33.550, psr_ema=43.443, apce_ema=48.006, confidence=medium, displacement_ratio=0.023, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=31, load_ms=21.139, kcf_ms=11.066, target=valid, CLE=3.536, IoU=0.714, peak=0.464, PSR=20.067, APCE=34.826, psr_ema=42.975, apce_ema=47.742, confidence=medium, displacement_ratio=0.064, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=32, load_ms=20.969, kcf_ms=10.856, target=valid, CLE=0.707, IoU=0.758, peak=0.454, PSR=20.539, APCE=33.729, psr_ema=42.526, apce_ema=47.462, confidence=medium, displacement_ratio=0.029, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=33, load_ms=21.278, kcf_ms=11.098, target=valid, CLE=1.500, IoU=0.558, peak=0.449, PSR=24.576, APCE=39.257, psr_ema=42.167, apce_ema=47.298, confidence=medium, displacement_ratio=0.049, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=34, load_ms=21.287, kcf_ms=11.467, target=valid, CLE=3.640, IoU=0.519, peak=0.444, PSR=22.559, APCE=31.175, psr_ema=41.775, apce_ema=46.976, confidence=medium, displacement_ratio=0.063, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=35, load_ms=21.995, kcf_ms=11.168, target=valid, CLE=2.000, IoU=0.496, peak=0.472, PSR=26.717, APCE=28.275, psr_ema=41.474, apce_ema=46.602, confidence=medium, displacement_ratio=0.038, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=36, load_ms=21.283, kcf_ms=10.762, target=valid, CLE=5.000, IoU=0.456, peak=0.429, PSR=21.239, APCE=20.420, psr_ema=41.069, apce_ema=46.078, confidence=medium, displacement_ratio=0.041, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=37, load_ms=21.232, kcf_ms=10.947, target=valid, CLE=2.915, IoU=0.500, peak=0.427, PSR=18.795, APCE=18.531, psr_ema=40.624, apce_ema=45.527, confidence=medium, displacement_ratio=0.071, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=38, load_ms=21.260, kcf_ms=10.955, target=valid, CLE=5.852, IoU=0.381, peak=0.445, PSR=20.279, APCE=19.579, psr_ema=40.217, apce_ema=45.008, confidence=medium, displacement_ratio=0.078, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=39, load_ms=21.034, kcf_ms=11.059, target=valid, CLE=7.159, IoU=0.401, peak=0.484, PSR=23.586, APCE=23.288, psr_ema=39.884, apce_ema=44.574, confidence=medium, displacement_ratio=0.025, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=40, load_ms=20.858, kcf_ms=10.955, target=valid, CLE=3.808, IoU=0.470, peak=0.458, PSR=21.989, APCE=28.443, psr_ema=39.526, apce_ema=44.251, confidence=medium, displacement_ratio=0.044, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=41, load_ms=20.704, kcf_ms=10.802, target=valid, CLE=2.500, IoU=0.560, peak=0.466, PSR=21.835, APCE=34.964, psr_ema=39.173, apce_ema=44.065, confidence=medium, displacement_ratio=0.057, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=42, load_ms=21.129, kcf_ms=11.139, target=valid, CLE=1.803, IoU=0.541, peak=0.460, PSR=23.042, APCE=35.132, psr_ema=38.850, apce_ema=43.887, confidence=medium, displacement_ratio=0.040, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=43, load_ms=21.434, kcf_ms=11.200, target=valid, CLE=2.062, IoU=0.544, peak=0.501, PSR=27.017, APCE=38.894, psr_ema=38.613, apce_ema=43.787, confidence=medium, displacement_ratio=0.021, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=44, load_ms=21.697, kcf_ms=11.142, target=valid, CLE=3.041, IoU=0.601, peak=0.477, PSR=23.838, APCE=28.135, psr_ema=38.318, apce_ema=43.474, confidence=medium, displacement_ratio=0.062, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=45, load_ms=21.658, kcf_ms=11.056, target=valid, CLE=3.536, IoU=0.570, peak=0.523, PSR=29.702, APCE=36.947, psr_ema=38.146, apce_ema=43.343, confidence=medium, displacement_ratio=0.023, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=46, load_ms=20.891, kcf_ms=10.965, target=valid, CLE=1.581, IoU=0.558, peak=0.512, PSR=23.357, APCE=35.689, psr_ema=37.850, apce_ema=43.190, confidence=medium, displacement_ratio=0.076, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=47, load_ms=21.327, kcf_ms=11.376, target=valid, CLE=1.581, IoU=0.570, peak=0.488, PSR=25.680, APCE=34.800, psr_ema=37.606, apce_ema=43.022, confidence=medium, displacement_ratio=0.043, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=48, load_ms=22.143, kcf_ms=11.317, target=valid, CLE=3.354, IoU=0.602, peak=0.521, PSR=26.407, APCE=32.883, psr_ema=37.382, apce_ema=42.820, confidence=medium, displacement_ratio=0.062, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=49, load_ms=21.843, kcf_ms=11.340, target=valid, CLE=1.581, IoU=0.673, peak=0.547, PSR=34.617, APCE=42.859, psr_ema=37.161, apce_ema=42.823, confidence=high, displacement_ratio=0.027, lr=0.012, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=50, load_ms=21.352, kcf_ms=11.446, target=valid, CLE=1.000, IoU=0.588, peak=0.538, PSR=30.727, APCE=34.209, psr_ema=37.033, apce_ema=42.650, confidence=medium, displacement_ratio=0.043, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=51, load_ms=21.063, kcf_ms=11.173, target=valid, CLE=2.000, IoU=0.668, peak=0.552, PSR=33.184, APCE=44.893, psr_ema=36.956, apce_ema=42.695, confidence=medium, displacement_ratio=0.025, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=52, load_ms=20.726, kcf_ms=10.943, target=valid, CLE=2.915, IoU=0.703, peak=0.503, PSR=27.207, APCE=40.631, psr_ema=36.761, apce_ema=42.654, confidence=medium, displacement_ratio=0.049, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=53, load_ms=21.425, kcf_ms=11.399, target=valid, CLE=2.236, IoU=0.578, peak=0.500, PSR=27.730, APCE=33.580, psr_ema=36.580, apce_ema=42.473, confidence=medium, displacement_ratio=0.060, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=54, load_ms=21.619, kcf_ms=11.816, target=valid, CLE=3.606, IoU=0.534, peak=0.491, PSR=27.862, APCE=36.786, psr_ema=36.406, apce_ema=42.359, confidence=medium, displacement_ratio=0.056, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=55, load_ms=21.306, kcf_ms=11.726, target=valid, CLE=2.000, IoU=0.564, peak=0.484, PSR=23.729, APCE=36.368, psr_ema=36.152, apce_ema=42.239, confidence=medium, displacement_ratio=0.050, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=56, load_ms=21.201, kcf_ms=12.961, target=valid, CLE=1.803, IoU=0.547, peak=0.478, PSR=29.707, APCE=38.268, psr_ema=36.023, apce_ema=42.160, confidence=medium, displacement_ratio=0.041, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=57, load_ms=20.745, kcf_ms=11.168, target=valid, CLE=1.414, IoU=0.497, peak=0.534, PSR=33.777, APCE=41.965, psr_ema=35.843, apce_ema=42.144, confidence=high, displacement_ratio=0.031, lr=0.012, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=58, load_ms=21.221, kcf_ms=11.299, target=valid, CLE=1.118, IoU=0.570, peak=0.455, PSR=28.999, APCE=31.767, psr_ema=35.707, apce_ema=41.936, confidence=medium, displacement_ratio=0.056, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=59, load_ms=21.409, kcf_ms=11.279, target=valid, CLE=1.581, IoU=0.549, peak=0.485, PSR=24.815, APCE=30.526, psr_ema=35.489, apce_ema=41.708, confidence=medium, displacement_ratio=0.052, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=60, load_ms=21.060, kcf_ms=11.379, target=valid, CLE=1.000, IoU=0.680, peak=0.457, PSR=25.456, APCE=26.374, psr_ema=35.288, apce_ema=41.402, confidence=medium, displacement_ratio=0.047, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=61, load_ms=21.052, kcf_ms=11.065, target=valid, CLE=2.693, IoU=0.570, peak=0.439, PSR=21.242, APCE=22.448, psr_ema=35.007, apce_ema=41.022, confidence=medium, displacement_ratio=0.063, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=62, load_ms=20.970, kcf_ms=11.135, target=valid, CLE=2.500, IoU=0.539, peak=0.459, PSR=26.281, APCE=26.197, psr_ema=34.833, apce_ema=40.726, confidence=medium, displacement_ratio=0.050, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=63, load_ms=21.520, kcf_ms=11.760, target=valid, CLE=2.062, IoU=0.493, peak=0.480, PSR=24.127, APCE=29.619, psr_ema=34.619, apce_ema=40.504, confidence=medium, displacement_ratio=0.070, lr=0.002, action=accept, template_updated=true, scale_updated=false, ema_updated=true
frame=64, load_ms=26.829, kcf_ms=14.786, target=valid, CLE=1.414, IoU=0.476, peak=0.476, PSR=30.433, APCE=28.744, psr_ema=34.535, apce_ema=40.269, confidence=medium, displacement_ratio=0.069, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
frame=65, load_ms=21.009, kcf_ms=11.313, target=valid, CLE=2.062, IoU=0.574, peak=0.442, PSR=23.818, APCE=28.670, psr_ema=34.320, apce_ema=40.037, confidence=medium, displacement_ratio=0.090, lr=0.002, action=accept, template_updated=true, scale_updated=true, ema_updated=true
